Age,PriorConvictions,MentalHealth,DrugUse,EmploymentStatus,CrimeType,Reoffend
54,74,None,Occasional,Full-Time,Drug Offense,1
41,75,Undiagnosed,Occasional,Criminal Income,Other,1
38,80,Mild,Dealer,Part-Time,Cybercrime,1
25,38,Severe,Addicted,Unemployed,Rape,1
45,20,In Recovery,Not Found,Unemployed,Other,0
47,57,Mild,Not Found,Unemployed,Rape,1
22,5,Mild,Dealer,Full-Time,Other,1
63,59,Severe,Not Found,Full-Time,Cybercrime,1
39,42,In Recovery,Occasional,Full-Time,Dacoity,1
50,94,Undiagnosed,Occasional,Unemployed,Drug Offense,1
76,2,None,Never,Full-Time,Dacoity,0
18,69,Severe,Not Found,Unemployed,Dacoity,1
10,99,Undiagnosed,Not Found,Unemployed,Fraud,1
48,26,None,Frequent,Full-Time,Theft,0
16,7,Severe,Not Found,Full-Time,Assault,1
49,20,Undiagnosed,Dealer,Criminal Income,Cybercrime,1
44,62,Mild,Addicted,Criminal Income,Cybercrime,1
25,29,In Recovery,Never,Unemployed,Theft,0
32,39,Severe,Dealer,Part-Time,Drug Offense,1
12,41,Severe,Never,Full-Time,Murder,1
70,0,In Recovery,Dealer,Part-Time,Drug Offense,1
64,57,None,Addicted,Unemployed,Fraud,1
78,19,Mild,Not Found,Criminal Income,Theft,1
77,25,Undiagnosed,Frequent,Unemployed,Dacoity,1
52,8,Undiagnosed,Addicted,Unemployed,Other,1
80,60,None,Not Found,Criminal Income,Theft,1
57,3,Undiagnosed,Frequent,Criminal Income,Drug Offense,1
75,17,None,Never,Unemployed,Dacoity,0
55,27,Mild,Not Found,Full-Time,Theft,0
29,30,Undiagnosed,Occasional,Unemployed,Kidnapping,1
55,11,Mild,Dealer,Full-Time,Assault,1
31,45,In Recovery,Never,Criminal Income,Drug Offense,1
32,4,None,Dealer,Full-Time,Drug Offense,0
12,74,None,Addicted,Part-Time,Assault,1
39,11,Severe,Frequent,Criminal Income,Cybercrime,1
59,15,In Recovery,Addicted,Unemployed,Other,1
28,43,In Recovery,Addicted,Full-Time,Rape,1
22,72,Mild,Never,Full-Time,Rape,1
16,7,Mild,Dealer,Unemployed,Dacoity,1
35,13,Undiagnosed,Occasional,Unemployed,Other,0
79,13,Mild,Addicted,Unemployed,Fraud,1
19,39,Mild,Never,Unemployed,Assault,1
79,45,In Recovery,Dealer,Unemployed,Assault,1
39,18,In Recovery,Never,Full-Time,Fraud,0
48,4,Severe,Frequent,Full-Time,Rape,1
44,73,Severe,Never,Full-Time,Cybercrime,1
23,97,None,Frequent,Unemployed,Assault,1
44,43,In Recovery,Frequent,Part-Time,Cybercrime,1
78,97,In Recovery,Frequent,Unemployed,Theft,1
27,21,In Recovery,Frequent,Criminal Income,Cybercrime,1
41,79,None,Frequent,Unemployed,Theft,1
10,5,In Recovery,Frequent,Full-Time,Kidnapping,0
30,15,Severe,Occasional,Part-Time,Dacoity,1
45,93,In Recovery,Dealer,Full-Time,Theft,1
62,65,Mild,Occasional,Part-Time,Cybercrime,1
62,68,In Recovery,Occasional,Criminal Income,Other,1
50,79,In Recovery,Dealer,Unemployed,Assault,1
42,3,In Recovery,Never,Full-Time,Assault,0
56,38,None,Not Found,Unemployed,Other,1
65,43,In Recovery,Never,Criminal Income,Other,1
75,0,None,Never,Criminal Income,Drug Offense,0
56,5,None,Never,Criminal Income,Rape,0
44,13,Severe,Occasional,Criminal Income,Fraud,1
39,81,Severe,Frequent,Part-Time,Assault,1
76,27,Severe,Addicted,Full-Time,Assault,1
51,47,In Recovery,Frequent,Unemployed,Dacoity,1
36,34,Undiagnosed,Not Found,Criminal Income,Theft,1
63,72,Mild,Addicted,Part-Time,Cybercrime,1
14,19,None,Not Found,Part-Time,Cybercrime,0
70,77,Mild,Never,Full-Time,Fraud,1
45,94,None,Never,Full-Time,Other,1
17,55,None,Not Found,Unemployed,Murder,1
38,14,Undiagnosed,Dealer,Full-Time,Dacoity,1
24,59,Undiagnosed,Never,Unemployed,Drug Offense,1
20,8,None,Addicted,Full-Time,Fraud,0
72,97,Severe,Addicted,Unemployed,Fraud,1
42,10,Mild,Addicted,Criminal Income,Kidnapping,1
49,89,Mild,Not Found,Criminal Income,Fraud,1
9,47,In Recovery,Addicted,Criminal Income,Assault,1
68,53,Mild,Occasional,Part-Time,Kidnapping,1
59,40,In Recovery,Not Found,Full-Time,Theft,0
62,6,In Recovery,Occasional,Criminal Income,Cybercrime,0
73,31,Undiagnosed,Occasional,Criminal Income,Dacoity,1
10,54,Severe,Frequent,Unemployed,Dacoity,1
49,86,Mild,Not Found,Full-Time,Murder,1
13,8,Severe,Occasional,Criminal Income,Dacoity,1
61,30,None,Dealer,Criminal Income,Fraud,1
63,55,None,Occasional,Full-Time,Cybercrime,1
38,2,Severe,Frequent,Part-Time,Theft,0
24,83,Mild,Never,Full-Time,Drug Offense,1
15,40,In Recovery,Frequent,Unemployed,Fraud,1
13,70,Severe,Never,Full-Time,Dacoity,1
54,51,Severe,Addicted,Part-Time,Theft,1
64,93,Severe,Dealer,Full-Time,Theft,1
48,18,Severe,Not Found,Unemployed,Theft,1
78,20,Undiagnosed,Never,Criminal Income,Assault,1
79,66,In Recovery,Dealer,Unemployed,Assault,1
24,40,Undiagnosed,Occasional,Criminal Income,Murder,1
30,77,Severe,Dealer,Full-Time,Theft,1
73,20,Undiagnosed,Dealer,Full-Time,Rape,1
76,86,In Recovery,Dealer,Part-Time,Murder,1
35,31,Undiagnosed,Addicted,Part-Time,Other,1
60,99,Mild,Never,Unemployed,Assault,1
33,36,Mild,Never,Full-Time,Drug Offense,0
52,22,Severe,Addicted,Part-Time,Theft,1
42,71,None,Frequent,Criminal Income,Rape,1
66,51,Severe,Addicted,Criminal Income,Theft,1
76,54,Mild,Never,Full-Time,Dacoity,1
49,58,None,Not Found,Full-Time,Assault,1
62,82,Undiagnosed,Addicted,Part-Time,Rape,1
12,30,None,Addicted,Unemployed,Rape,1
71,20,None,Never,Unemployed,Rape,1
26,33,None,Never,Full-Time,Assault,0
74,13,In Recovery,Never,Criminal Income,Rape,1
70,96,Severe,Occasional,Full-Time,Other,1
24,98,In Recovery,Not Found,Criminal Income,Cybercrime,1
9,45,In Recovery,Dealer,Criminal Income,Rape,1
22,86,In Recovery,Frequent,Unemployed,Kidnapping,1
33,19,None,Dealer,Part-Time,Theft,1
31,68,Severe,Dealer,Part-Time,Dacoity,1
76,8,In Recovery,Dealer,Full-Time,Assault,1
44,62,Severe,Dealer,Full-Time,Murder,1
37,9,Undiagnosed,Occasional,Full-Time,Fraud,0
47,26,Mild,Dealer,Full-Time,Other,1
74,71,Severe,Dealer,Criminal Income,Drug Offense,1
78,22,Severe,Addicted,Part-Time,Cybercrime,1
71,100,In Recovery,Not Found,Part-Time,Murder,1
79,59,In Recovery,Dealer,Criminal Income,Murder,1
24,73,Severe,Not Found,Unemployed,Theft,1
48,43,In Recovery,Frequent,Part-Time,Rape,1
56,18,In Recovery,Never,Criminal Income,Assault,1
69,92,Mild,Occasional,Part-Time,Other,1
35,67,Undiagnosed,Dealer,Criminal Income,Fraud,1
53,9,Mild,Occasional,Unemployed,Kidnapping,0
72,72,None,Dealer,Unemployed,Drug Offense,1
60,28,Undiagnosed,Dealer,Part-Time,Rape,1
36,55,Mild,Dealer,Full-Time,Murder,1
17,95,None,Frequent,Criminal Income,Assault,1
14,77,None,Frequent,Unemployed,Theft,1
55,44,Mild,Not Found,Full-Time,Kidnapping,1
64,82,Severe,Frequent,Part-Time,Rape,1
13,70,Severe,Occasional,Part-Time,Fraud,1
56,69,Mild,Not Found,Part-Time,Dacoity,1
55,99,Mild,Occasional,Full-Time,Other,1
55,54,In Recovery,Not Found,Full-Time,Rape,1
58,78,Undiagnosed,Occasional,Part-Time,Other,1
71,80,In Recovery,Not Found,Full-Time,Dacoity,1
31,67,None,Not Found,Full-Time,Dacoity,1
16,59,In Recovery,Not Found,Full-Time,Cybercrime,1
69,50,Severe,Occasional,Full-Time,Theft,1
21,60,In Recovery,Never,Full-Time,Dacoity,1
34,30,None,Frequent,Full-Time,Other,0
54,42,Mild,Dealer,Part-Time,Kidnapping,1
35,95,Mild,Addicted,Criminal Income,Cybercrime,1
25,60,Undiagnosed,Occasional,Criminal Income,Rape,1
21,20,In Recovery,Not Found,Part-Time,Assault,0
28,7,Undiagnosed,Dealer,Part-Time,Fraud,1
76,65,Severe,Dealer,Full-Time,Theft,1
80,48,In Recovery,Never,Criminal Income,Drug Offense,1
62,5,Mild,Addicted,Unemployed,Assault,1
69,77,Severe,Occasional,Full-Time,Kidnapping,1
36,1,Undiagnosed,Addicted,Criminal Income,Rape,1
69,43,None,Addicted,Part-Time,Fraud,1
30,26,Undiagnosed,Never,Part-Time,Dacoity,1
54,23,None,Dealer,Part-Time,Kidnapping,1
31,30,In Recovery,Never,Part-Time,Fraud,0
9,14,Undiagnosed,Occasional,Full-Time,Dacoity,0
10,34,Severe,Dealer,Criminal Income,Cybercrime,1
72,92,Severe,Not Found,Full-Time,Drug Offense,1
19,78,Mild,Addicted,Criminal Income,Other,1
59,11,None,Not Found,Full-Time,Other,0
67,87,In Recovery,Dealer,Unemployed,Assault,1
9,22,None,Frequent,Full-Time,Kidnapping,0
42,94,In Recovery,Not Found,Unemployed,Drug Offense,1
56,9,Severe,Frequent,Part-Time,Kidnapping,1
45,50,In Recovery,Dealer,Full-Time,Kidnapping,1
49,6,Mild,Never,Criminal Income,Drug Offense,0
29,52,Mild,Never,Full-Time,Drug Offense,1
47,71,Mild,Occasional,Unemployed,Assault,1
17,88,Mild,Dealer,Part-Time,Kidnapping,1
8,76,Mild,Dealer,Criminal Income,Theft,1
37,4,Undiagnosed,Dealer,Unemployed,Murder,1
53,35,Severe,Addicted,Part-Time,Assault,1
79,39,None,Occasional,Criminal Income,Fraud,1
74,52,Mild,Never,Unemployed,Dacoity,1
33,94,Mild,Never,Full-Time,Kidnapping,1
48,17,Undiagnosed,Not Found,Part-Time,Murder,1
59,31,None,Dealer,Full-Time,Murder,1
74,7,Severe,Addicted,Unemployed,Drug Offense,1
23,20,None,Occasional,Unemployed,Theft,0
61,33,None,Dealer,Unemployed,Other,1
30,71,None,Addicted,Full-Time,Other,1
62,5,Severe,Not Found,Criminal Income,Other,1
42,94,None,Dealer,Full-Time,Fraud,1
55,26,Severe,Frequent,Criminal Income,Murder,1
31,92,Severe,Dealer,Part-Time,Drug Offense,1
40,77,None,Never,Full-Time,Fraud,1
19,39,Severe,Frequent,Full-Time,Cybercrime,1
11,45,None,Dealer,Criminal Income,Other,1
19,35,Mild,Addicted,Criminal Income,Theft,1
47,98,Undiagnosed,Frequent,Criminal Income,Drug Offense,1
61,29,None,Not Found,Unemployed,Kidnapping,1
41,59,Severe,Not Found,Unemployed,Assault,1
33,69,In Recovery,Not Found,Part-Time,Other,1
52,9,Undiagnosed,Never,Full-Time,Dacoity,0
39,50,Severe,Never,Full-Time,Other,1
64,63,Mild,Addicted,Unemployed,Other,1
60,18,None,Never,Part-Time,Dacoity,0
47,57,Undiagnosed,Not Found,Unemployed,Other,1
43,78,Mild,Frequent,Part-Time,Theft,1
76,44,Undiagnosed,Dealer,Part-Time,Fraud,1
27,71,Undiagnosed,Not Found,Unemployed,Assault,1
78,25,Undiagnosed,Not Found,Criminal Income,Dacoity,1
15,47,Mild,Addicted,Part-Time,Rape,1
74,15,None,Addicted,Criminal Income,Kidnapping,1
29,37,Undiagnosed,Frequent,Unemployed,Kidnapping,1
75,85,Undiagnosed,Not Found,Part-Time,Assault,1
75,82,None,Occasional,Part-Time,Dacoity,1
18,13,Undiagnosed,Occasional,Part-Time,Fraud,0
29,82,Undiagnosed,Never,Criminal Income,Murder,1
13,31,None,Frequent,Full-Time,Fraud,0
77,98,Mild,Frequent,Unemployed,Murder,1
37,14,Severe,Never,Full-Time,Other,0
17,52,Severe,Dealer,Full-Time,Assault,1
65,95,In Recovery,Frequent,Full-Time,Cybercrime,1
33,23,None,Dealer,Criminal Income,Dacoity,1
62,36,Severe,Addicted,Unemployed,Other,1
25,15,Severe,Occasional,Part-Time,Theft,1
54,16,None,Occasional,Unemployed,Theft,0
51,28,Mild,Not Found,Unemployed,Drug Offense,1
71,18,Undiagnosed,Not Found,Part-Time,Cybercrime,1
19,55,Mild,Never,Criminal Income,Cybercrime,1
78,75,Severe,Never,Part-Time,Dacoity,1
19,40,In Recovery,Dealer,Unemployed,Drug Offense,1
25,28,Undiagnosed,Never,Full-Time,Theft,0
58,24,None,Addicted,Unemployed,Other,1
9,34,Mild,Dealer,Full-Time,Dacoity,1
63,7,Undiagnosed,Dealer,Criminal Income,Rape,1
58,50,In Recovery,Frequent,Part-Time,Cybercrime,1
52,8,None,Dealer,Part-Time,Fraud,1
73,4,Mild,Addicted,Part-Time,Fraud,1
80,64,None,Never,Criminal Income,Theft,1
68,18,Mild,Not Found,Criminal Income,Other,1
73,12,Mild,Addicted,Part-Time,Assault,1
24,33,Severe,Occasional,Part-Time,Dacoity,1
75,42,Undiagnosed,Dealer,Full-Time,Theft,1
47,19,None,Dealer,Full-Time,Theft,1
25,4,Severe,Occasional,Part-Time,Other,0
13,88,Severe,Frequent,Criminal Income,Assault,1
41,43,Undiagnosed,Frequent,Part-Time,Assault,1
11,71,In Recovery,Occasional,Full-Time,Other,1
78,5,Mild,Occasional,Part-Time,Fraud,0
42,92,Severe,Not Found,Criminal Income,Theft,1
15,62,Severe,Occasional,Full-Time,Drug Offense,1
75,30,Severe,Never,Full-Time,Theft,1
58,44,None,Addicted,Criminal Income,Fraud,1
11,17,Undiagnosed,Occasional,Full-Time,Murder,1
40,59,Severe,Not Found,Criminal Income,Rape,1
52,29,Undiagnosed,Dealer,Criminal Income,Rape,1
22,74,Severe,Frequent,Full-Time,Murder,1
65,20,Mild,Frequent,Criminal Income,Dacoity,1
14,16,In Recovery,Frequent,Part-Time,Assault,1
53,23,Undiagnosed,Occasional,Unemployed,Other,1
48,87,Undiagnosed,Never,Unemployed,Theft,1
56,19,In Recovery,Addicted,Part-Time,Drug Offense,1
51,41,Mild,Frequent,Unemployed,Assault,1
30,4,In Recovery,Occasional,Criminal Income,Murder,1
21,83,Mild,Never,Full-Time,Kidnapping,1
53,39,None,Occasional,Criminal Income,Assault,1
29,58,Mild,Dealer,Part-Time,Kidnapping,1
38,59,Undiagnosed,Not Found,Full-Time,Theft,1
64,71,None,Never,Criminal Income,Kidnapping,1
47,100,Undiagnosed,Addicted,Full-Time,Murder,1
40,82,In Recovery,Dealer,Criminal Income,Theft,1
29,50,Severe,Never,Part-Time,Fraud,1
75,43,Severe,Never,Criminal Income,Murder,1
47,25,Mild,Frequent,Part-Time,Other,1
12,42,Mild,Frequent,Unemployed,Cybercrime,1
72,94,Mild,Never,Part-Time,Theft,1
41,35,None,Addicted,Full-Time,Other,1
57,49,Mild,Not Found,Part-Time,Fraud,1
27,20,Severe,Dealer,Unemployed,Drug Offense,1
56,53,Severe,Never,Criminal Income,Murder,1
34,50,Severe,Never,Full-Time,Assault,1
12,100,Severe,Not Found,Criminal Income,Assault,1
8,2,Undiagnosed,Addicted,Full-Time,Kidnapping,1
38,68,Severe,Addicted,Unemployed,Theft,1
80,5,None,Addicted,Unemployed,Rape,1
18,10,Mild,Not Found,Part-Time,Dacoity,0
21,44,None,Never,Part-Time,Drug Offense,0
30,17,In Recovery,Dealer,Unemployed,Kidnapping,1
22,82,In Recovery,Not Found,Full-Time,Murder,1
49,16,Mild,Not Found,Unemployed,Kidnapping,1
61,69,Undiagnosed,Not Found,Part-Time,Drug Offense,1
54,3,In Recovery,Occasional,Full-Time,Theft,0
27,7,In Recovery,Addicted,Criminal Income,Rape,1
39,16,None,Occasional,Criminal Income,Other,0
65,25,In Recovery,Dealer,Unemployed,Murder,1
34,10,Mild,Never,Part-Time,Dacoity,0
72,66,In Recovery,Dealer,Full-Time,Kidnapping,1
70,18,None,Dealer,Part-Time,Kidnapping,1
36,27,Undiagnosed,Occasional,Unemployed,Murder,1
57,14,None,Not Found,Part-Time,Rape,0
22,94,None,Dealer,Criminal Income,Cybercrime,1
63,0,In Recovery,Addicted,Unemployed,Other,1
77,82,Mild,Dealer,Unemployed,Murder,1
55,93,Severe,Addicted,Criminal Income,Rape,1
53,28,Mild,Frequent,Full-Time,Cybercrime,0
35,98,Severe,Addicted,Unemployed,Murder,1
50,53,Undiagnosed,Not Found,Criminal Income,Other,1
48,9,None,Dealer,Part-Time,Dacoity,1
43,100,Mild,Not Found,Part-Time,Theft,1
47,0,Mild,Dealer,Full-Time,Rape,1
28,59,Mild,Addicted,Criminal Income,Cybercrime,1
48,30,None,Occasional,Part-Time,Rape,1
21,26,Severe,Addicted,Full-Time,Rape,1
18,53,In Recovery,Dealer,Part-Time,Dacoity,1
12,34,Severe,Occasional,Part-Time,Theft,1
48,1,None,Frequent,Full-Time,Kidnapping,0
28,35,Mild,Occasional,Criminal Income,Murder,1
13,55,Undiagnosed,Dealer,Criminal Income,Cybercrime,1
19,93,None,Addicted,Unemployed,Dacoity,1
58,54,Undiagnosed,Occasional,Part-Time,Theft,1
17,91,Mild,Addicted,Part-Time,Murder,1
32,27,Undiagnosed,Frequent,Full-Time,Theft,1
39,35,Undiagnosed,Occasional,Full-Time,Theft,1
50,61,None,Addicted,Full-Time,Other,1
64,2,Undiagnosed,Dealer,Full-Time,Cybercrime,1
55,49,Severe,Never,Unemployed,Kidnapping,1
14,52,In Recovery,Never,Criminal Income,Fraud,1
76,64,Mild,Addicted,Full-Time,Assault,1
41,12,Severe,Frequent,Full-Time,Theft,0
32,68,None,Occasional,Full-Time,Fraud,1
11,63,Mild,Frequent,Full-Time,Dacoity,1
71,21,None,Dealer,Criminal Income,Cybercrime,1
56,45,Mild,Occasional,Full-Time,Drug Offense,1
43,74,Mild,Frequent,Criminal Income,Kidnapping,1
11,32,Mild,Dealer,Criminal Income,Theft,1
75,96,In Recovery,Occasional,Part-Time,Fraud,1
39,25,None,Occasional,Part-Time,Rape,1
64,9,None,Not Found,Part-Time,Dacoity,0
66,3,Undiagnosed,Never,Unemployed,Theft,0
43,85,Undiagnosed,Addicted,Unemployed,Drug Offense,1
34,75,Mild,Not Found,Part-Time,Kidnapping,1
74,21,None,Dealer,Criminal Income,Cybercrime,1
15,28,Undiagnosed,Addicted,Criminal Income,Theft,1
23,77,Undiagnosed,Dealer,Part-Time,Dacoity,1
51,63,Severe,Addicted,Full-Time,Dacoity,1
45,94,In Recovery,Never,Criminal Income,Kidnapping,1
22,100,Mild,Dealer,Criminal Income,Cybercrime,1
80,1,Mild,Dealer,Unemployed,Fraud,1
20,84,None,Addicted,Part-Time,Fraud,1
60,38,In Recovery,Dealer,Part-Time,Theft,1
41,29,Undiagnosed,Never,Part-Time,Theft,0
44,25,Severe,Occasional,Criminal Income,Theft,1
74,48,None,Frequent,Part-Time,Theft,1
45,40,Severe,Dealer,Criminal Income,Cybercrime,1
55,62,Undiagnosed,Never,Full-Time,Murder,1
39,89,Mild,Frequent,Part-Time,Cybercrime,1
61,65,None,Occasional,Unemployed,Rape,1
30,27,Severe,Occasional,Part-Time,Assault,1
53,45,In Recovery,Dealer,Part-Time,Other,1
73,92,Severe,Occasional,Part-Time,Other,1
67,1,Mild,Occasional,Part-Time,Fraud,0
80,86,Mild,Never,Unemployed,Assault,1
53,32,Severe,Dealer,Criminal Income,Kidnapping,1
74,32,Severe,Dealer,Part-Time,Dacoity,1
15,3,In Recovery,Frequent,Unemployed,Murder,1
48,73,In Recovery,Frequent,Criminal Income,Rape,1
70,51,In Recovery,Addicted,Full-Time,Assault,1
45,35,Undiagnosed,Never,Unemployed,Rape,1
30,62,Mild,Addicted,Unemployed,Murder,1
28,20,Undiagnosed,Addicted,Unemployed,Fraud,1
22,100,None,Never,Part-Time,Drug Offense,1
27,63,Mild,Never,Unemployed,Assault,1
69,19,None,Occasional,Criminal Income,Dacoity,1
26,30,Undiagnosed,Frequent,Full-Time,Fraud,1
11,17,Mild,Never,Full-Time,Fraud,0
10,80,In Recovery,Addicted,Full-Time,Assault,1
38,86,None,Dealer,Unemployed,Other,1
36,8,None,Dealer,Criminal Income,Fraud,1
35,80,Mild,Dealer,Unemployed,Rape,1
57,48,Mild,Occasional,Full-Time,Drug Offense,1
80,55,None,Dealer,Criminal Income,Theft,1
30,44,None,Never,Unemployed,Kidnapping,1
40,95,Undiagnosed,Addicted,Criminal Income,Theft,1
59,29,In Recovery,Addicted,Part-Time,Drug Offense,1
40,87,Mild,Frequent,Criminal Income,Fraud,1
71,2,Severe,Occasional,Unemployed,Murder,1
22,91,Mild,Occasional,Full-Time,Cybercrime,1
25,70,Undiagnosed,Occasional,Unemployed,Cybercrime,1
43,26,Severe,Occasional,Unemployed,Rape,1
72,87,In Recovery,Addicted,Criminal Income,Kidnapping,1
42,39,None,Never,Criminal Income,Dacoity,1
40,71,Undiagnosed,Addicted,Criminal Income,Murder,1
41,58,Undiagnosed,Addicted,Full-Time,Drug Offense,1
11,46,In Recovery,Never,Unemployed,Cybercrime,1
78,51,Mild,Never,Criminal Income,Dacoity,1
49,78,Mild,Not Found,Full-Time,Assault,1
74,6,Mild,Addicted,Unemployed,Kidnapping,1
64,58,Undiagnosed,Dealer,Unemployed,Rape,1
42,12,Undiagnosed,Occasional,Unemployed,Murder,1
70,33,Undiagnosed,Addicted,Unemployed,Other,1
66,99,Mild,Dealer,Part-Time,Cybercrime,1
38,38,In Recovery,Not Found,Unemployed,Other,1
75,27,In Recovery,Not Found,Unemployed,Rape,1
28,55,Undiagnosed,Occasional,Criminal Income,Theft,1
9,19,Severe,Addicted,Part-Time,Drug Offense,1
16,35,Severe,Dealer,Full-Time,Assault,1
23,48,In Recovery,Occasional,Criminal Income,Theft,1
15,45,Severe,Addicted,Criminal Income,Murder,1
40,98,Severe,Addicted,Full-Time,Murder,1
29,64,Mild,Never,Part-Time,Other,1
74,52,Mild,Never,Criminal Income,Rape,1
64,13,Undiagnosed,Addicted,Full-Time,Drug Offense,1
78,98,Undiagnosed,Never,Unemployed,Murder,1
65,1,In Recovery,Not Found,Full-Time,Assault,0
56,84,None,Addicted,Unemployed,Theft,1
41,1,In Recovery,Not Found,Part-Time,Kidnapping,0
36,47,In Recovery,Dealer,Unemployed,Rape,1
50,66,Mild,Not Found,Part-Time,Kidnapping,1
49,29,In Recovery,Never,Part-Time,Murder,1
61,66,Severe,Frequent,Full-Time,Theft,1
10,24,None,Never,Full-Time,Rape,0
49,32,Undiagnosed,Dealer,Full-Time,Drug Offense,1
21,32,None,Frequent,Criminal Income,Theft,1
80,56,In Recovery,Not Found,Full-Time,Cybercrime,1
32,77,Severe,Never,Criminal Income,Kidnapping,1
38,41,Mild,Not Found,Criminal Income,Theft,1
63,49,In Recovery,Never,Criminal Income,Rape,1
76,85,Severe,Dealer,Full-Time,Murder,1
18,91,Mild,Never,Full-Time,Murder,1
65,98,In Recovery,Dealer,Part-Time,Cybercrime,1
40,1,Severe,Frequent,Part-Time,Fraud,0
53,58,Undiagnosed,Addicted,Part-Time,Fraud,1
16,38,Undiagnosed,Dealer,Part-Time,Assault,1
52,72,In Recovery,Addicted,Part-Time,Assault,1
61,71,Mild,Addicted,Full-Time,Drug Offense,1
37,20,Mild,Frequent,Unemployed,Murder,1
55,47,In Recovery,Occasional,Unemployed,Other,1
8,74,None,Frequent,Unemployed,Cybercrime,1
12,32,Mild,Frequent,Criminal Income,Theft,1
23,18,Undiagnosed,Dealer,Unemployed,Drug Offense,1
38,100,Severe,Dealer,Criminal Income,Kidnapping,1
9,50,Undiagnosed,Frequent,Unemployed,Drug Offense,1
37,55,In Recovery,Not Found,Full-Time,Cybercrime,1
13,81,Severe,Never,Full-Time,Cybercrime,1
17,28,Undiagnosed,Addicted,Unemployed,Cybercrime,1
14,5,Severe,Frequent,Part-Time,Cybercrime,1
58,92,Mild,Occasional,Full-Time,Cybercrime,1
13,63,In Recovery,Frequent,Full-Time,Fraud,1
76,29,Undiagnosed,Occasional,Part-Time,Drug Offense,1
34,62,Mild,Addicted,Part-Time,Theft,1
59,80,Severe,Never,Unemployed,Kidnapping,1
32,7,Undiagnosed,Occasional,Full-Time,Drug Offense,0
60,85,Mild,Frequent,Unemployed,Assault,1
55,49,In Recovery,Never,Unemployed,Cybercrime,1
25,29,None,Not Found,Criminal Income,Other,1
78,5,Severe,Frequent,Full-Time,Drug Offense,1
43,19,Mild,Not Found,Part-Time,Drug Offense,0
37,26,Undiagnosed,Occasional,Full-Time,Rape,1
38,44,Undiagnosed,Occasional,Unemployed,Theft,1
48,48,In Recovery,Addicted,Criminal Income,Cybercrime,1
11,39,Severe,Addicted,Unemployed,Fraud,1
77,21,Mild,Occasional,Unemployed,Kidnapping,1
51,42,In Recovery,Not Found,Unemployed,Fraud,1
57,8,In Recovery,Never,Part-Time,Cybercrime,0
24,21,None,Addicted,Part-Time,Dacoity,1
45,47,Undiagnosed,Never,Criminal Income,Drug Offense,1
74,95,Undiagnosed,Addicted,Unemployed,Theft,1
68,70,Mild,Frequent,Full-Time,Assault,1
17,54,In Recovery,Frequent,Part-Time,Dacoity,1
70,24,Undiagnosed,Occasional,Full-Time,Theft,0
51,7,Mild,Frequent,Full-Time,Dacoity,0
50,67,Undiagnosed,Frequent,Full-Time,Assault,1
77,15,Severe,Not Found,Criminal Income,Fraud,1
15,72,In Recovery,Dealer,Criminal Income,Other,1
73,74,None,Not Found,Criminal Income,Fraud,1
57,8,Undiagnosed,Never,Criminal Income,Rape,1
60,87,Mild,Addicted,Criminal Income,Assault,1
22,52,In Recovery,Not Found,Criminal Income,Other,1
53,93,Mild,Not Found,Criminal Income,Rape,1
60,41,Mild,Never,Full-Time,Cybercrime,0
32,17,None,Dealer,Criminal Income,Rape,1
69,89,Mild,Addicted,Unemployed,Fraud,1
55,9,Severe,Occasional,Full-Time,Kidnapping,0
72,44,Undiagnosed,Never,Unemployed,Kidnapping,1
69,22,In Recovery,Addicted,Part-Time,Murder,1
46,58,Mild,Never,Full-Time,Drug Offense,1
79,96,In Recovery,Frequent,Full-Time,Murder,1
34,88,None,Dealer,Part-Time,Theft,1
29,73,In Recovery,Frequent,Criminal Income,Assault,1
36,17,In Recovery,Not Found,Part-Time,Assault,0
